128 0 0 0.0 0.0 2.16 0.2362529 0.0527742 1.4176202 -13.4049658 26.5466299 0.9079364 0.0005605 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
2816 3 3 0.0 0.0 23.79 0.0202845 0.0199612 1.6401537 0.2294136 0.1217884 0.0100402 0.004343 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
2944 3 3 0.0 0.0 24.16 0.0198711 0.0158021 1.5535037 0.0980199 0.0364164 0.0110495 0.0043016 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3072 3 3 0.0 0.0 24.59 0.0202456 0.0145405 1.5511865 0.0784153 0.0286727 0.0114744 0.0050008 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3200 3 3 0.0 0.0 24.95 0.0197952 0.0142658 1.5976382 0.0663216 0.0284748 0.0109274 0.0049111 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3328 3 3 0.0 0.0 25.23 0.0187014 0.0137118 1.6258936 0.0715246 0.032075 0.0103047 0.0042768 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3456 3 3 0.0 0.0 25.43 0.0186581 0.0139843 1.6431396 0.0719798 0.0253647 0.0096415 0.0038481 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3584 3 3 0.0 0.0 25.63 0.0185234 0.0146068 1.6754906 0.0634297 0.0247301 0.0096433 0.0038303 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3712 3 3 0.0 0.0 25.78 0.0170719 0.0137734 1.9420196 0.0474541 0.0193162 0.0092634 0.0035118 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3840 4 4 0.0 0.0 26.06 0.0158 0.0191408 2.0458918 0.0972767 0.0424465 0.0079183 0.0032337 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
3968 4 4 0.0 0.0 26.19 0.0167369 0.0153734 1.7866207 0.0197506 0.014826 0.0093957 0.0038232 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4096 4 4 0.0 0.0 26.3 0.0169755 0.0135334 1.6271834 0.014394 0.0128746 0.0094659 0.0037885 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4224 4 4 0.0 0.0 26.38 0.0168049 0.0132177 1.7876763 0.0236293 0.0128383 0.0087663 0.0034366 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4352 4 4 0.0 0.0 26.43 0.0166002 0.0133032 1.7613359 0.0269832 0.0155088 0.0087821 0.0040574 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4480 4 4 0.0 0.0 26.53 0.0154773 0.0135236 1.7729536 0.0215625 0.0130916 0.0087283 0.0034361 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4608 4 4 0.0 0.0 26.54 0.0153633 0.0119283 1.7248546 0.0319623 0.0153458 0.0081773 0.0033222 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4736 4 4 0.0 0.0 26.54 0.0150078 0.0123103 1.7812524 0.0148671 0.0111224 0.0082857 0.0036682 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4864 5 5 0.0 0.0 26.49 0.0133124 0.0158985 1.8078742 0.0321551 0.0208863 0.0072125 0.0031135 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
4992 5 5 0.0 0.0 26.39 0.0149736 0.0138562 1.7677572 0.0059646 0.0109382 0.0080811 0.0034929 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5120 5 5 0.0 0.0 26.32 0.0150436 0.0119712 1.7373684 0.006662 0.0104532 0.0082625 0.0041843 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5248 5 5 0.0 0.0 26.4 0.0153699 0.0112759 1.7245332 0.0027781 0.010325 0.0083614 0.0041945 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5376 5 5 0.0 0.0 26.34 0.0147346 0.0120803 1.6912673 0.0086315 0.0111419 0.0081491 0.0037433 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5504 5 5 0.0 0.0 26.31 0.0146531 0.0114361 1.8192284 0.0067217 0.0100195 0.0079755 0.0034656 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5632 5 5 0.0 0.0 26.31 0.0142309 0.0107044 1.9654692 0.0117741 0.0119435 0.0075849 0.0034233 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5760 6 6 0.0 0.0 26.34 0.0131941 0.0117466 1.6733311 0.0451547 0.0208748 0.0070258 0.00292 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
5888 6 6 0.0 0.0 26.38 0.0128875 0.013569 1.7643968 0.0005801 0.0054716 0.0064744 0.0027016 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6016 6 6 0.0 0.0 26.48 0.0126292 0.0125888 1.8067777 -0.0041613 0.0069284 0.0068767 0.0027859 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6144 6 6 0.0 0.0 26.48 0.0131147 0.0113893 1.7294269 -0.0083649 0.0060714 0.0071591 0.0027821 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6272 6 6 0.0 0.0 26.48 0.0133469 0.0109363 1.7039679 -0.0033374 0.0071616 0.0070434 0.0029289 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6400 6 6 0.0 0.0 26.48 0.0136023 0.0110581 1.8584713 -0.0068394 0.0082117 0.0073614 0.0035384 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6528 6 6 0.0 0.0 26.56 0.0133543 0.010902 1.9394967 0.0020943 0.0084992 0.0069906 0.0033217 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6656 6 6 0.0 0.0 26.68 0.0136332 0.0128225 1.806407 0.0019873 0.0082244 0.0068175 0.0030811 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6784 7 7 0.0 0.0 26.67 0.0122952 0.0122133 1.8056512 0.0239221 0.0137231 0.0062389 0.0027731 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
6912 7 7 0.0 0.0 26.8 0.011978 0.0124879 1.7601966 -0.0101424 0.0040493 0.0061421 0.0024392 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7040 7 7 0.0 0.0 26.9 0.0120482 0.0102562 1.7976302 -0.013869 0.0047145 0.0064983 0.0028302 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7168 7 7 0.0 0.0 26.94 0.0122942 0.0108275 1.8349696 -0.0099658 0.0043154 0.0065647 0.0026078 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7296 7 7 0.0 0.0 26.91 0.0123319 0.0113109 1.8137002 -0.0064788 0.0051656 0.006398 0.0030863 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7424 7 7 0.0 0.0 26.92 0.0119337 0.0100795 1.8325211 -0.0072848 0.0058837 0.0063544 0.0027762 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7552 7 7 0.0 0.0 26.95 0.0119415 0.009782 1.7947017 -0.0058604 0.0058433 0.0063714 0.0026009 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7680 7 7 0.0 0.0 26.91 0.0118168 0.0102414 1.9392277 -0.0040221 0.0064446 0.0061932 0.0025884 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7808 8 8 0.0 0.0 26.93 0.0112581 0.0127685 1.9783288 0.0232927 0.0113928 0.0055489 0.0023712 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
7936 8 8 0.0 0.0 26.9 0.0116023 0.0107407 1.8616562 -0.0148004 0.0045483 0.0064128 0.0029722 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8064 8 8 0.0 0.0 26.85 0.0120435 0.0097853 1.9395867 -0.0115662 0.0043446 0.006358 0.002938 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8192 8 8 0.0 0.0 26.85 0.0125459 0.0119126 1.9511593 -0.0173839 0.0050142 0.0069752 0.0036333 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8320 8 8 0.0 0.0 26.9 0.0140234 0.010556 1.9499756 -0.0270941 0.0112404 0.0081259 0.0100303 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8448 8 8 0.0 0.0 26.82 0.0136262 0.0116769 2.00236 -0.0274341 0.0084757 0.0077697 0.0085605 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8576 8 8 0.0 0.0 26.69 0.0138325 0.0108991 1.9794654 -0.021602 0.0076565 0.0076087 0.0112148 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8704 8 8 0.0 0.0 26.59 0.0133462 0.0099707 1.8507924 -0.0188366 0.0069413 0.0076913 0.0082883 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8832 9 9 0.0 0.0 26.51 0.0115911 0.0127927 1.934096 0.0184891 0.0127548 0.0059493 0.0032937 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
8960 9 9 0.0 0.0 26.4 0.0116383 0.0100479 1.9413708 -0.0075818 0.0076481 0.0059707 0.0035932 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9088 9 9 0.0 0.0 26.32 0.0116852 0.0094572 1.9196334 -0.0134929 0.0043835 0.0061261 0.0026298 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9216 9 9 0.0 0.0 26.24 0.0123965 0.0091324 1.9187261 -0.0164955 0.0056564 0.006537 0.0036681 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9344 9 9 0.0 0.0 26.19 0.0124324 0.0091837 1.8967552 -0.0068573 0.006638 0.0067042 0.0081769 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9472 9 9 0.0 0.0 26.19 0.0117749 0.0092283 1.9329851 -0.0027924 0.0079062 0.00607 0.0041666 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9600 9 9 0.0 0.0 26.22 0.011438 0.010345 1.849224 -0.0040696 0.0065837 0.0062334 0.0027784 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9728 9 9 0.0 0.0 26.3 0.0114489 0.010103 1.8917037 -0.0008012 0.0051046 0.0058869 0.0024465 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9856 10 10 0.0 0.0 26.36 0.0109785 0.0106506 1.9216539 -0.0010737 0.0095353 0.0063309 0.0022678 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
9984 10 10 0.0 0.0 26.44 0.0115208 0.009143 2.1135692 -0.0060659 0.0064959 0.0063072 0.0051319 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10112 10 10 0.0 0.0 26.52 0.0116775 0.0087649 2.1467652 -0.0110843 0.0053857 0.0064295 0.0053897 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10240 10 10 0.0 0.0 26.58 0.0118456 0.0091355 2.0120084 -0.0040404 0.0046708 0.0060074 0.0041182 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10368 10 10 0.0 0.0 26.66 0.011271 0.0083391 2.0341085 0.0005313 0.0058712 0.0057447 0.0025307 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10496 10 10 0.0 0.0 26.73 0.0103967 0.0084582 1.9119628 -0.0027943 0.0051511 0.0058271 0.0022869 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10624 10 10 0.0 0.0 26.8 0.0107245 0.0099322 1.8674432 0.0046781 0.0052018 0.0054811 0.0022439 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10752 11 11 0.0 0.0 26.86 0.0109959 0.010024 1.9825958 0.0094529 0.0093974 0.0061495 0.0023102 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
10880 11 11 0.0 0.0 26.96 0.010744 0.0104443 2.0982583 -0.012233 0.0037659 0.0059526 0.0021353 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11008 11 11 0.0 0.0 27.05 0.0109046 0.0090512 1.9220399 -0.0049533 0.0038924 0.0057338 0.0024393 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11136 11 11 0.0 0.0 27.09 0.0105888 0.008873 1.9742203 -0.0116004 0.0038066 0.0061758 0.0022538 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11264 11 11 0.0 0.0 27.18 0.0106376 0.0077398 2.0497721 -0.0040597 0.0040493 0.0057307 0.0021812 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11392 11 11 0.0 0.0 27.21 0.0107955 0.0084616 2.0461361 0.003305 0.0056307 0.0055713 0.0021394 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11520 11 11 0.0 0.0 27.27 0.0106092 0.008493 1.9449194 -0.0030918 0.0040298 0.0055934 0.0021555 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11648 11 11 0.0 0.0 27.35 0.0106557 0.0086641 2.0393977 -0.0030208 0.0049283 0.0057484 0.0024895 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11776 12 12 0.0 0.0 27.36 0.0098057 0.0095401 2.0000555 0.0121605 0.0068164 0.0050099 0.0020274 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
11904 12 12 0.0 0.0 27.36 0.009867 0.0088551 2.1202294 -0.0121161 0.0027389 0.0054446 0.0018987 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
12032 12 12 0.0 0.0 27.38 0.0095881 0.0082571 2.3863415 -0.0060398 0.0031927 0.0051783 0.0019165 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
12160 12 12 0.0 0.0 27.37 0.0096466 0.0079055 2.2866211 -0.0055002 0.0026943 0.0050532 0.0020277 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
12288 12 12 0.0 0.0 27.38 0.0101587 0.008743 2.1538607 -0.0061959 0.0033421 0.005331 0.0019651 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
12416 12 12 0.0 0.0 27.3 0.0096739 0.0091398 2.1264276 -0.0051807 0.0040789 0.0052887 0.0019204 0.0 0.0 0.0  {'prev_level_seed': 1259048185, 'prev_level_complete': 0, 'level_seed': 1259048185, 'raw_score': 0.0, 'normalised_score': 0.0} 
